1,5,3,26,28,1,2,8,3,7,4,6,5,19,20,18,21,17,22,16,23,15,24,14,25,13,12,27,11,10,9
1,5,20,21,19,22,18,23,17,24,16,25,15,14,27,13,12,11,10,9,3,26,28,1,2,3,4,8,5,7,6
1,5,3,26,28,1,2,3,4,8,5,7,6,20,21,19,22,18,23,17,24,16,25,15,14,27,13,12,11,10,9
1,5,21,22,20,23,19,24,18,25,17,16,27,15,14,13,12,11,10,9,3,26,28,1,2,3,4,5,6,8,7
1,5,3,26,28,1,2,3,4,5,6,8,7,21,22,20,23,19,24,18,25,17,16,27,15,14,13,12,11,10,9
1,5,22,23,21,24,20,25,19,18,27,17,16,15,14,13,12,11,10,9,3,26,28,1,2,3,4,5,6,7,8
1,5,3,26,28,1,2,3,4,5,6,7,8,22,23,21,24,20,25,19,18,27,17,16,15,14,13,12,11,10,9
1,5,23,24,22,25,21,20,27,19,18,17,16,15,14,13,12,11,10,9,3,26,28,1,2,3,4,5,6,7,8
1,5,3,26,28,1,2,3,4,5,6,7,8,23,24,22,25,21,20,27,19,18,17,16,15,14,13,12,11,10,9
1,5,24,25,23,22,27,21,20,19,18,17,16,15,14,13,12,9,11,10,3,26,28,1,2,3,4,5,6,7,8
1,5,3,26,28,1,2,3,4,5,6,7,8,24,25,23,22,27,21,20,19,18,17,16,15,14,13,12,9,11,10
1,5,25,24,27,23,22,21,20,19,18,17,16,15,14,9,13,10,12,11,3,26,28,1,2,3,4,5,6,7,8
1,5,3,26,28,1,2,3,4,5,6,7,8,25,24,27,23,22,21,20,19,18,17,16,15,14,9,13,10,12,11
1,5,27,25,24,23,22,21,20,19,18,17,16,9,15,10,14,11,13,12,3,26,28,1,2,3,4,5,6,7,8
1,5,3,26,28,1,2,3,4,5,6,7,8,27,25,24,23,22,21,20,19,18,17,16,9,15,10,14,11,13,12
1,5,27,25,24,23,22,21,20,19,18,9,17,10,16,11,15,12,14,13,3,28,26,1,2,3,4,5,6,7,8
1,5,3,28,26,1,2,3,4,5,6,7,8,27,25,24,23,22,21,20,19,18,9,17,10,16,11,15,12,14,13
1,5,27,25,24,23,22,21,20,9,19,10,18,11,17,12,16,13,15,14,3,28,1,2,26,3,4,5,6,7,8
1,5,3,28,1,2,26,3,4,5,6,7,8,27,25,24,23,22,21,20,9,19,10,18,11,17,12,16,13,15,14
